Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
S. 2911,https://www.congress.gov/bill/113th-congress/senate-bill/2911,113th Congress (2013-2014),"A bill to establish a task force to review policies and measures to promote, and to develop best practices for, reduction of short-lived climate pollutants, and for other purposes.","Murphy, Christopher [Sen.-D-CT] (Introduced 09/18/2014)",9/18/2014,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 113-796.,12/2/2014,11,,,,,
S. 2905,https://www.congress.gov/bill/113th-congress/senate-bill/2905,113th Congress (2013-2014),A bill to require the Director of the Congressional Budget Office to calculate a carbon score for each bill or resolution.,"Sanders, Bernard [Sen.-I-VT] (Introduced 09/18/2014)",9/18/2014,Senate - Budget,Read twice and referred to the Committee on the Budget.,9/18/2014,0,,,,,
S. 2861,https://www.congress.gov/bill/113th-congress/senate-bill/2861,113th Congress (2013-2014),"A bill to authorize the Central Everglades Planning Project, Florida, and for other purposes.","Nelson, Bill [Sen.-D-FL] (Introduced 09/18/2014)",9/18/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,9/18/2014,1,,,,,
S. 2833,https://www.congress.gov/bill/113th-congress/senate-bill/2833,113th Congress (2013-2014),"A bill to improve the establishment of any lower ground-level ozone standards, and for other purposes.","Thune, John [Sen.-R-SD] (Introduced 09/17/2014)",9/17/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,9/17/2014,14,,,,,
S. 2798,https://www.congress.gov/bill/113th-congress/senate-bill/2798,113th Congress (2013-2014),"A bill to require the Administrator of the National Oceanic and Atmospheric Administration to create an electronic database of research and information on the causes of, and corrective actions being taken with regard to, algal blooms in the Great Lakes, their tributaries, and other surface fresh waters, and for other purposes.","Portman, Rob [Sen.-R-OH] (Introduced 09/11/2014)",9/11/2014,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",9/11/2014,1,,,,,
S. 2797,https://www.congress.gov/bill/113th-congress/senate-bill/2797,113th Congress (2013-2014),"A bill to amend the Federal Water Pollution Control Act to update a program to provide assistance for the planning, design, and construction of treatment works to intercept, transport, control, or treat municipal combined sewer overflows and sanitary sewer overflows, and to require the Administrator of the Environmental Protection Agency to update certain guidance used to develop and determine the financial capability of communities to implement clean water infrastructure programs.","Brown, Sherrod [Sen.-D-OH] (Introduced 09/11/2014)",9/11/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,9/11/2014,0,,,,,
S. 2785,https://www.congress.gov/bill/113th-congress/senate-bill/2785,113th Congress (2013-2014),Safe and Secure Drinking Water Protection Act of 2014,"Brown, Sherrod [Sen.-D-OH] (Introduced 09/10/2014)",9/10/2014,Senate - Environment and Public Works,Held at the desk.,12/11/2014,2,,,,,
S. 2771,https://www.congress.gov/bill/113th-congress/senate-bill/2771,113th Congress (2013-2014),"A bill to establish a WaterSense program, and for other purposes.","Boxer, Barbara [Sen.-D-CA] (Introduced 07/31/2014)",7/31/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/31/2014,2,,,,,
S. 2752,https://www.congress.gov/bill/113th-congress/senate-bill/2752,113th Congress (2013-2014),"A bill to amend the Endangered Species Act of 1973 to improve the disclosure of certain expenditures under that Act, and for other purposes.","Lee, Mike [Sen.-R-UT] (Introduced 07/31/2014)",7/31/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/31/2014,0,,,,,
S. 2748,https://www.congress.gov/bill/113th-congress/senate-bill/2748,113th Congress (2013-2014),"A bill to amend the Endangered Species Act of 1973 to conform citizen suits under that Act with other existing law, and for other purposes.","Lee, Mike [Sen.-R-UT] (Introduced 07/31/2014)",7/31/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/31/2014,0,,,,,
S. 2729,https://www.congress.gov/bill/113th-congress/senate-bill/2729,113th Congress (2013-2014),A bill to amend the Endangered Species Act of 1973 to require the Secretary of the Interior to publish and make available for public comment a draft economic analysis at the time a proposed rule to designate critical habitat is published.,"Pryor, Mark L. [Sen.-D-AR] (Introduced 07/31/2014)",7/31/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/31/2014,1,,,,,
S. 2674,https://www.congress.gov/bill/113th-congress/senate-bill/2674,113th Congress (2013-2014),A bill to amend the Federal Water Pollution Control Act to establish within the Environmental Protection Agency a Columbia River Basin Restoration Program.,"Merkley, Jeff [Sen.-D-OR] (Introduced 07/28/2014)",7/28/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/28/2014,3,,,,,
S. 2656,https://www.congress.gov/bill/113th-congress/senate-bill/2656,113th Congress (2013-2014),"A bill to provide for the regulation of persistent, bioaccumulative, and toxic chemical substances, and for other purposes.","Merkley, Jeff [Sen.-D-OR] (Introduced 07/24/2014)",7/24/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/24/2014,0,,,,,
S. 2635,https://www.congress.gov/bill/113th-congress/senate-bill/2635,113th Congress (2013-2014),"A bill to amend the Endangered Species Act of 1973 to require publication on the Internet of the basis for determinations that species are endangered species or threatened species, and for other purposes.","Cornyn, John [Sen.-R-TX] (Introduced 07/22/2014)",7/22/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S4707),7/22/2014,5,,,,,
S. 2630,https://www.congress.gov/bill/113th-congress/senate-bill/2630,113th Congress (2013-2014),"A bill to amend the Endangered Species Act of 1973 to require disclosure to States of the basis of determinations under such Act, to ensure use of information provided by State, tribal, and county governments in decisionmaking under such Act, and for other purposes.","Enzi, Michael B. [Sen.-R-WY] (Introduced 07/17/2014)",7/17/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/17/2014,4,,,,,
S. 2613,https://www.congress.gov/bill/113th-congress/senate-bill/2613,113th Congress (2013-2014),"A bill to prohibit the Environmental Protection Agency from proposing, finalizing, or disseminating regulations or assessments based upon science that is not transparent or reproducible.","Barrasso, John [Sen.-R-WY] (Introduced 07/16/2014)",7/16/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/16/2014,7,,,,,
S. 2575,https://www.congress.gov/bill/113th-congress/senate-bill/2575,113th Congress (2013-2014),"A bill to require the Secretary of the Interior to prepare a report on the status of greater sage-grouse conservation efforts, and for other purposes.","Walsh, John E. [Sen.-D-MT] (Introduced 07/09/2014)",7/9/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/9/2014,2,,,,,
S. 2558,https://www.congress.gov/bill/113th-congress/senate-bill/2558,113th Congress (2013-2014),"A bill to require the Administrator of the Environmental Protection Agency to revise the definition of the term ""colonia"", and for other purposes.","Udall, Tom [Sen.-D-NM] (Introduced 06/26/2014)",6/26/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/26/2014,1,,,,,
S. 2542,https://www.congress.gov/bill/113th-congress/senate-bill/2542,113th Congress (2013-2014),"A bill to clarify the effect of State statutes of repose on the required commencement date for actions under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980.","Hagan, Kay R. [Sen.-D-NC] (Introduced 06/26/2014)",6/26/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/26/2014,0,,,,,
S. 2533,https://www.congress.gov/bill/113th-congress/senate-bill/2533,113th Congress (2013-2014),A bill to require the Administrator of the Environmental Protection Agency to include in any proposed rule that limits greenhouse gas emissions and imposes increased costs on other Federal agencies an offset from funds available to the Administrator for all projected increased costs that the proposed rule would impose on other Federal agencies.,"Flake, Jeff [Sen.-R-AZ] (Introduced 06/26/2014)",6/26/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/26/2014,7,,,,,
S. 2526,https://www.congress.gov/bill/113th-congress/senate-bill/2526,113th Congress (2013-2014),"A bill to amend the Clean Air Act with respect to exceptional event demonstrations, and for other purposes.","Flake, Jeff [Sen.-R-AZ] (Introduced 06/25/2014)",6/25/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/25/2014,10,,,,,
S. 2514,https://www.congress.gov/bill/113th-congress/senate-bill/2514,113th Congress (2013-2014),A bill to amend the Clean Air Act to delay the review and revision of the national ambient air quality standards for ozone.,"Flake, Jeff [Sen.-R-AZ] (Introduced 06/24/2014)",6/24/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/24/2014,12,,,,,
S. 2496,https://www.congress.gov/bill/113th-congress/senate-bill/2496,113th Congress (2013-2014),A bill to preserve existing rights and responsibilities with respect to waters of the United States.,"Barrasso, John [Sen.-R-WY] (Introduced 06/19/2014)",6/19/2014,Senate - Environment and Public Works,Sponsor introductory remarks on measure. (CR S4294-4296),7/9/2014,38,,,,,
S. 2414,https://www.congress.gov/bill/113th-congress/senate-bill/2414,113th Congress (2013-2014),A bill to amend the Clean Air Act to prohibit the regulation of emissions of carbon dioxide from new or existing power plants under certain circumstances.,"McConnell, Mitch [Sen.-R-KY] (Introduced 06/03/2014)",6/3/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S3369),6/3/2014,13,,,,,
S. 2228,https://www.congress.gov/bill/113th-congress/senate-bill/2228,113th Congress (2013-2014),"A bill to amend the Federal Water Pollution Control Act to direct the Administrator of the Environmental Protection Agency to consider projects involving rural communities in the selection of alternative water source projects, and for other purposes.","Udall, Tom [Sen.-D-NM] (Introduced 04/09/2014)",4/9/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/9/2014,0,,,,,
S. 2226,https://www.congress.gov/bill/113th-congress/senate-bill/2226,113th Congress (2013-2014),A bill to establish a WaterSense program within the Environmental Protection Agency.,"Udall, Tom [Sen.-D-NM] (Introduced 04/09/2014)",4/9/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/9/2014,2,,,,,
S. 2161,https://www.congress.gov/bill/113th-congress/senate-bill/2161,113th Congress (2013-2014),A bill to prohibit the Administrator of the Environmental Protection Agency from issuing any final rule under the Clean Air Act until the date on which the Administrator improves certain employment effect analyses under that Act.,"Inhofe, James M. [Sen.-R-OK] (Introduced 03/26/2014)",3/26/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/26/2014,30,,,,,
S. 2156,https://www.congress.gov/bill/113th-congress/senate-bill/2156,113th Congress (2013-2014),A bill to amend the Federal Water Pollution Control Act to confirm the scope of the authority of the Administrator of the Environmental Protection Agency to deny or restrict the use of defined areas as disposal sites.,"Vitter, David [Sen.-R-LA] (Introduced 03/25/2014)",3/25/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/25/2014,10,,,,,
S. 2090,https://www.congress.gov/bill/113th-congress/senate-bill/2090,113th Congress (2013-2014),"A bill to prohibit the export from the United States of certain electronic waste, and for other purposes.","Whitehouse, Sheldon [Sen.-D-RI] (Introduced 03/06/2014)",3/6/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/6/2014,0,,,,,
S. 2084,https://www.congress.gov/bill/113th-congress/senate-bill/2084,113th Congress (2013-2014),A bill to amend the Endangered Species Act of 1973 to require the Secretary of the Interior to publish and make available for public comment a draft economic analysis at the time a proposed rule to designate critical habitat is published.,"Pryor, Mark L. [Sen.-D-AR] (Introduced 03/05/2014)",3/5/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/5/2014,2,,,,,
S. 2042,https://www.congress.gov/bill/113th-congress/senate-bill/2042,113th Congress (2013-2014),Clean Estuaries Act of 2014,"Whitehouse, Sheldon [Sen.-D-RI] (Introduced 02/26/2014)",2/26/2014,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 525.,7/31/2014,2,,,,,
S. 1988,https://www.congress.gov/bill/113th-congress/senate-bill/1988,113th Congress (2013-2014),A bill to allow States to waive regulations promulgated under the Clean Air Act relating to electric generating units under certain circumstances.,"Inhofe, James M. [Sen.-R-OK] (Introduced 02/04/2014)",2/4/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/4/2014,1,,,,,
S. 1961,https://www.congress.gov/bill/113th-congress/senate-bill/1961,113th Congress (2013-2014),Chemical Safety and Drinking Water Protection Act of 2014,"Manchin, Joe, III [Sen.-D-WV] (Introduced 01/27/2014)",1/27/2014,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 524.,7/31/2014,5,,,,,
S. 1958,https://www.congress.gov/bill/113th-congress/senate-bill/1958,113th Congress (2013-2014),"A bill to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to raise the per-incident cap on removal actions.","Schatz, Brian [Sen.-D-HI] (Introduced 01/16/2014)",1/16/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/16/2014,1,,,,,
S. 1951,https://www.congress.gov/bill/113th-congress/senate-bill/1951,113th Congress (2013-2014),"A bill to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to make responsible parties liable for certain costs relating to the release of pollutants or contaminants.","Schatz, Brian [Sen.-D-HI] (Introduced 01/16/2014)",1/16/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/16/2014,1,,,,,
S. 1905,https://www.congress.gov/bill/113th-congress/senate-bill/1905,113th Congress (2013-2014),"A bill to provide direction to the Administrator of the Environmental Protection Agency regarding the establishment of standards for emissions of any greenhouse gas from fossil fuel-fired electric utility generating units, and for other purposes.","Manchin, Joe, III [Sen.-D-WV] (Introduced 01/09/2014)",1/9/2014,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/9/2014,3,,,,,
S. 1853,https://www.congress.gov/bill/113th-congress/senate-bill/1853,113th Congress (2013-2014),"A bill to amend the Environmental Research, Development, and Demonstration Authorization Act of 1978 to provide for Scientific Advisory Board member qualifications, public participation, and for other purposes.","Boozman, John [Sen.-R-AR] (Introduced 12/18/2013)",12/18/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,12/18/2013,7,,,,,
S. 1824,https://www.congress.gov/bill/113th-congress/senate-bill/1824,113th Congress (2013-2014),"A bill to amend the Safe Drinking Water Act to exempt certain lead pipes, fittings, fixtures, solder, and flux that contain brass.","Enzi, Michael B. [Sen.-R-WY] (Introduced 12/13/2013)",12/13/2013,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 261.,12/15/2013,9,,,,,
S. 1807,https://www.congress.gov/bill/113th-congress/senate-bill/1807,113th Congress (2013-2014),"A bill to amend the Clean Air Act to eliminate the corn ethanol mandate for renewable fuel, and for other purposes.","Feinstein, Dianne [Sen.-D-CA] (Introduced 12/12/2013)",12/12/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S8774),12/12/2013,9,,,,,
S. 1781,https://www.congress.gov/bill/113th-congress/senate-bill/1781,113th Congress (2013-2014),"A bill to amend the Clean Air Act to clarify the definition of accidental release, and for other purposes.","Vitter, David [Sen.-R-LA] (Introduced 12/09/2013)",12/9/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,12/9/2013,2,,,,,
S. 1779,https://www.congress.gov/bill/113th-congress/senate-bill/1779,113th Congress (2013-2014),"A bill to amend the Safe Drinking Water Act to exempt fire hydrants from the prohibition on the use of lead pipes, fittings, fixtures, solder, and flux.","Toomey, Patrick [Sen.-R-PA] (Introduced 12/09/2013)",12/9/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,12/9/2013,9,,,,,
S. 1731,https://www.congress.gov/bill/113th-congress/senate-bill/1731,113th Congress (2013-2014),A bill to amend the Endangered Species Act of 1973 to permit Governors of States to regulate intrastate endangered species and intrastate threatened species and for other purposes.,"Paul, Rand [Sen.-R-KY] (Introduced 11/19/2013)",11/19/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,11/19/2013,2,,,,,
S. 1677,https://www.congress.gov/bill/113th-congress/senate-bill/1677,113th Congress (2013-2014),"A bill to establish centers of excellence for innovative stormwater control infrastructure, and for other purposes.","Udall, Tom [Sen.-D-NM] (Introduced 11/12/2013)",11/12/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,11/12/2013,2,,,,,
S. 1536,https://www.congress.gov/bill/113th-congress/senate-bill/1536,113th Congress (2013-2014),A bill to require the Administrator of the Environmental Protection Agency to include in any proposed rule that limits greenhouse gas emissions and imposes increased costs on other Federal agencies an offset from funds available to the Administrator for all projected increased costs that the proposed rule would impose on other Federal agencies.,"Flake, Jeff [Sen.-R-AZ] (Introduced 09/23/2013)",9/23/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,9/23/2013,4,,,,,
S. 1528,https://www.congress.gov/bill/113th-congress/senate-bill/1528,113th Congress (2013-2014),"A bill to establish a national mercury monitoring program, and for other purposes.","Collins, Susan M. [Sen.-R-ME] (Introduced 09/19/2013)",9/19/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,9/19/2013,1,,,,,
S. 1514,https://www.congress.gov/bill/113th-congress/senate-bill/1514,113th Congress (2013-2014),"A bill to save coal jobs, and for other purposes.","McConnell, Mitch [Sen.-R-KY] (Introduced 09/17/2013)",9/17/2013,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 191.,9/18/2013,0,,,,,
S. 1505,https://www.congress.gov/bill/113th-congress/senate-bill/1505,113th Congress (2013-2014),"A bill to amend the Toxic Substances Control Act to clarify the jurisdiction of the Environmental Protection Agency with respect to certain sporting good articles, and to exempt those articles from definition under that Act.","Thune, John [Sen.-R-SD] (Introduced 09/17/2013)",9/17/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,9/17/2013,8,,,,,
S. 1483,https://www.congress.gov/bill/113th-congress/senate-bill/1483,113th Congress (2013-2014),"A bill to amend the Oil Pollution Act of 1990 to establish the Federal Oil Spill Research Committee, and to amend the Federal Water Pollution Control Act to include in a response plan certain planned and demonstrated investments in research relating to discharges of oil and to modify the dates by which a response plan must be updated.","Cantwell, Maria [Sen.-D-WA] (Introduced 08/01/2013)",8/1/2013,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",8/1/2013,0,,,,,
S. 1482,https://www.congress.gov/bill/113th-congress/senate-bill/1482,113th Congress (2013-2014),"A bill to recognize the primacy of States, provide for the consideration of the economic impact of additional regulations, and provide for standards and requirements relating to certain guidelines and regulations relating to health and the environment.","Hoeven, John [Sen.-R-ND] (Introduced 08/01/2013)",8/1/2013,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,8/1/2013,4,,,,,
S. 1470,https://www.congress.gov/bill/113th-congress/senate-bill/1470,113th Congress (2013-2014),A bill to amend the Federal Water Pollution Control Act with respect to the guidelines for specification of certain disposal sites for dredged or fill material.,"Kaine, Tim [Sen.-D-VA] (Introduced 08/01/2013)",8/1/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,8/1/2013,1,,,,,
S. 1466,https://www.congress.gov/bill/113th-congress/senate-bill/1466,113th Congress (2013-2014),"A bill to establish a regulatory review process for rules that the Administrator of the Environmental Protection Agency plans to propose, and for other purposes.","Kirk, Mark Steven [Sen.-R-IL] (Introduced 08/01/2013)",8/1/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,8/1/2013,1,,,,,
S. 1443,https://www.congress.gov/bill/113th-congress/senate-bill/1443,113th Congress (2013-2014),"A bill to facilitate the remediation of abandoned hardrock mines, and for other purposes.","Udall, Mark [Sen.-D-CO] (Introduced 08/01/2013)",8/1/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,8/1/2013,1,,,,,
S. 1363,https://www.congress.gov/bill/113th-congress/senate-bill/1363,113th Congress (2013-2014),"A bill to protect consumers by prohibiting the Administrator of the Environmental Protection Agency from promulgating as final certain energy-related rules that are estimated to cost more than $1,000,000,000 and will cause significant adverse effects to the economy.","Heller, Dean [Sen.-R-NV] (Introduced 07/25/2013)",7/25/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/25/2013,2,,,,,
S. 1359,https://www.congress.gov/bill/113th-congress/senate-bill/1359,113th Congress (2013-2014),A bill to amend the Federal Water Pollution Control Act to establish national standards for discharges from cruise vessels.,"Durbin, Richard J. [Sen.-D-IL] (Introduced 07/24/2013)",7/24/2013,"Senate - Commerce, Science, and Transportation",Sponsor introductory remarks on measure. (CR S6105),7/31/2013,0,,,,,
S. 1343,https://www.congress.gov/bill/113th-congress/senate-bill/1343,113th Congress (2013-2014),"A bill to protect the information of livestock producers, and for other purposes.","Grassley, Chuck [Sen.-R-IA] (Introduced 07/23/2013)",7/23/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/23/2013,5,,,,,
S. 1324,https://www.congress.gov/bill/113th-congress/senate-bill/1324,113th Congress (2013-2014),A bill to prohibit any regulations promulgated pursuant to a presidential memorandum relating to power sector carbon pollution standards from taking effect.,"Barrasso, John [Sen.-R-WY] (Introduced 07/18/2013)",7/18/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/18/2013,17,,,,,
S. 1319,https://www.congress.gov/bill/113th-congress/senate-bill/1319,113th Congress (2013-2014),"A bill to require the Administrator of the Environmental Protection Agency and the Secretary of Energy to conduct a fuel system requirements harmonization study, and for other purposes.","Blunt, Roy [Sen.-R-MO] (Introduced 07/18/2013)",7/18/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/18/2013,5,,,,,
S. 1254,https://www.congress.gov/bill/113th-congress/senate-bill/1254,113th Congress (2013-2014),Harmful Algal Bloom and Hypoxia Research and Control Amendments Act of 2014,"Nelson, Bill [Sen.-D-FL] (Introduced 06/27/2013)",6/27/2013,"House - Science, Space, and Technology, Natural Resources | Senate - Commerce, Science, and Transportation",Became Public Law No: 113-124.,6/30/2014,18,,,,,
S. 1232,https://www.congress.gov/bill/113th-congress/senate-bill/1232,113th Congress (2013-2014),A bill to amend the Federal Water Pollution Control Act to protect and restore the Great Lakes.,"Levin, Carl [Sen.-D-MI] (Introduced 06/26/2013)",6/26/2013,Senate - Environment and Public Works,Committee on Environment and Public Works Senate Subcommittee on Water and Wildlife. Hearings held. With printed Hearing: S.Hrg. 113-772.,7/16/2014,9,,,,,
S. 1202,https://www.congress.gov/bill/113th-congress/senate-bill/1202,113th Congress (2013-2014),"A bill to establish an integrated Federal program to respond to ongoing and expected impacts of extreme weather and climate change by protecting, restoring, and conserving the natural resources of the United States, and to maximize government efficiency and reduce costs, in cooperation with State, local, and tribal governments and other entities.","Whitehouse, Sheldon [Sen.-D-RI] (Introduced 06/20/2013)",6/20/2013,Senate - Environment and Public Works,Committee on Environment and Public Works Senate Subcommittee on Water and Wildlife. Hearings held. With printed Hearing: S.Hrg. 113-772.,7/16/2014,1,,,,,
S. 1195,https://www.congress.gov/bill/113th-congress/senate-bill/1195,113th Congress (2013-2014),A bill to repeal the renewable fuel standard.,"Barrasso, John [Sen.-R-WY] (Introduced 06/20/2013)",6/20/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/20/2013,18,,,,,
S. 1175,https://www.congress.gov/bill/113th-congress/senate-bill/1175,113th Congress (2013-2014),"A bill to require the Secretary of the Treasury to establish a program to provide loans and loan guarantees to enable eligible public entities to acquire interests in real property that are in compliance with habitat conservation plans approved by the Secretary of the Interior under the Endangered Species Act of 1973, and for other purposes.","Feinstein, Dianne [Sen.-D-CA] (Introduced 06/18/2013)",6/18/2013,Senate - Environment and Public Works,Committee on Environment and Public Works Senate Subcommittee on Water and Wildlife. Hearings held. With printed Hearing: S.Hrg. 113-772.,7/16/2014,0,,,,,
S. 1153,https://www.congress.gov/bill/113th-congress/senate-bill/1153,113th Congress (2013-2014),A bill to establish an improved regulatory process for injurious wildlife to prevent the introduction and establishment in the United States of nonnative wildlife and wild animal pathogens and parasites that are likely to cause harm.,"Gillibrand, Kirsten E. [Sen.-D-NY] (Introduced 06/12/2013)",6/12/2013,Senate - Environment and Public Works,Committee on Environment and Public Works Subcommittee on Water and Wildlife. Hearings held. With printed Hearing: S.Hrg. 113-772.,7/16/2014,3,,,,,
S. 1135,https://www.congress.gov/bill/113th-congress/senate-bill/1135,113th Congress (2013-2014),"A bill to amend the Safe Drinking Water Act to repeal a certain exemption for hydraulic fracturing, and for other purposes.","Casey, Robert P., Jr. [Sen.-D-PA] (Introduced 06/11/2013)",6/11/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/11/2013,12,,,,,
S. 1080,https://www.congress.gov/bill/113th-congress/senate-bill/1080,113th Congress (2013-2014),Long Island Sound Restoration and Stewardship Act,"Gillibrand, Kirsten E. [Sen.-D-NY] (Introduced 05/23/2013)",5/23/2013,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 421.,6/5/2014,3,,,,,
S. 1009,https://www.congress.gov/bill/113th-congress/senate-bill/1009,113th Congress (2013-2014),"A bill to reauthorize and modernize the Toxic Substances Control Act, and for other purposes.","Lautenberg, Frank R. [Sen.-D-NJ] (Introduced 05/22/2013)",5/22/2013,Senate - Environment and Public Works,Committee on Environment and Public Works Subcommittee on Water and Wildlife. Hearings held.,2/4/2014,26,,,,,
S. 1006,https://www.congress.gov/bill/113th-congress/senate-bill/1006,113th Congress (2013-2014),A bill to preserve existing rights and responsibilities with respect to waters of the United States.,"Barrasso, John [Sen.-R-WY] (Introduced 05/22/2013)",5/22/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/22/2013,27,,,,,
S. 977,https://www.congress.gov/bill/113th-congress/senate-bill/977,113th Congress (2013-2014),A bill to amend the Clean Air Act to provide that a downward adjustment of the volume of cellulosic biofuel results in a pro rata reduction of the volume of renewable fuel and advanced biofuels required under the Renewable Fuel Standard.,"Corker, Bob [Sen.-R-TN] (Introduced 05/16/2013)",5/16/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/16/2013,1,,,,,
S. 971,https://www.congress.gov/bill/113th-congress/senate-bill/971,113th Congress (2013-2014),A bill to amend the Federal Water Pollution Control Act to exempt the conduct of silvicultural activities from national pollutant discharge elimination system permitting requirements.,"Wyden, Ron [Sen.-D-OR] (Introduced 05/16/2013)",5/16/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S3573),5/16/2013,21,,,,,
S. 890,https://www.congress.gov/bill/113th-congress/senate-bill/890,113th Congress (2013-2014),"A bill to clarify the definition of navigable waters, and for other purposes.","Paul, Rand [Sen.-R-KY] (Introduced 05/07/2013)",5/7/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/7/2013,8,,,,,
S. 861,https://www.congress.gov/bill/113th-congress/senate-bill/861,113th Congress (2013-2014),"A bill to amend the Federal Water Pollution Control Act to provide guidance and clarification regarding issuing new and renewal permits, and for other purposes.","McConnell, Mitch [Sen.-R-KY] (Introduced 05/06/2013)",5/6/2013,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S3093-3096),5/6/2013,1,,,,,
